"Name.en","Name.fr","Name.de"
"Administrative and support services [State Annual NAICS]","services administratifs et de soutien [État SCIAN annuel]","Verwaltungs- und Unterstützungsdienste [Staat Annual NAICS]"
"Legal services [State Annual SIC]","Les services juridiques [État SIC annuel]","Juristische Dienstleistungen [Staat Annual SIC]"
"Waste management and remediation services [State Annual NAICS]","services de gestion des déchets et d'assainissement [État SCIAN annuel]","Abfallentsorgung und Beseitigung von Dienstleistungen [Staat Annual NAICS]"
"Educational services [State Annual SIC]","Services éducatifs [État SIC annuel]","Bildungsleistungen [Staat Annual SIC]"
"Educational services, health care, and social assistance [State Annual NAICS]","Services éducatifs, soins de santé et assistance sociale [État SCIAN annuel]","Erziehung und Unterricht, Gesundheitswesen und Sozialhilfe [Staat Jahres NAICS]"
"Social services [State Annual SIC]","Les services sociaux [État SIC annuel]","Soziale Dienste [Staat Annual SIC]"
"Educational services [State Annual NAICS]","Services éducatifs [État SCIAN annuel]","Bildungsleistungen [Staat Annual NAICS]"
"Membership organizations [State Annual SIC]","organisations d'adhésion [État SIC annuel]","Die Mitgliedschaft Organisationen [Staat Annual SIC]"
"Educational services [State Quarterly NAICS]","Services éducatifs [État SCIAN trimestriel]","Bildungsleistungen [Staat Quarterly NAICS]"
"Oil and gas extraction [State Annual NAICS]","L'extraction de pétrole et de gaz [État SCIAN annuel]","Öl- und Gasförderung [Zustand Annual NAICS]"
"Metal mining [State Annual SIC]","Les mines métalliques [État SIC annuel]","Metallbergbau [Staat Annual SIC]"
"Health care and social assistance [State Annual NAICS]","Soins de santé et assistance sociale [État SCIAN annuel]","Gesundheitsversorgung und Sozialhilfe [Staat Jahres NAICS]"
"Other services [State Annual SIC]","Autres services [État SIC annuel]","Andere Dienste [Staat Annual SIC]"
"Health care and social assistance [State Quarterly NAICS]","Soins de santé et assistance sociale [État SCIAN trimestriel]","Gesundheitsversorgung und Sozialhilfe [Staat Quarterly NAICS]"
"Ambulatory health care services [State Annual NAICS]","services de soins de santé ambulatoires [État SCIAN annuel]","Ambulante Gesundheitsdienste [Staat Annual NAICS]"
"Private households [State Annual SIC]","Les ménages privés [État SIC annuel]","Die privaten Haushalte [Staat Annual SIC]"
"Hospitals and nursing and residential care facilities [State Annual NAICS]","Les hôpitaux et les soins infirmiers et établissements de soins [État SCIAN annuel]","Krankenhäuser und Pflege und Wohnpflegeeinrichtungen [Staat Annual NAICS]"
"Government [State Annual SIC]","Gouvernement [État SIC annuel]","Regierung [Staat Annual SIC]"
"Social assistance [State Annual NAICS]","L'aide sociale [État SCIAN annuel]","Die Sozialhilfe [Staat Jahres NAICS]"
"Federal civilian [State Annual SIC]","civile fédérale [État SIC annuel]","Bundes zivilen [Staat Jahres SIC]"
"Arts, entertainment, recreation, accommodation, and food services [State Annual NAICS]","Arts, spectacles, loisirs, hébergement et services de restauration [État SCIAN annuel]","Kunst, Unterhaltung, Erholung, Unterkunft und Verpflegung [Staat Annual NAICS]"
"Federal military [State Annual SIC]","militaire fédérale [État SIC annuel]","Bundes Militär [Staat Annual SIC]"
"Arts, entertainment, and recreation [State Annual NAICS]","Arts, spectacles et loisirs [État SCIAN annuel]","Kunst, Unterhaltung und Erholung [Staat Jahres NAICS]"
"State and local [State Annual SIC]","État et local [État SIC annuel]","Staatliche und lokale [Staat Annual SIC]"
"Arts, entertainment, and recreation [State Quarterly NAICS]","Arts, spectacles et loisirs [État SCIAN trimestriel]","Kunst, Unterhaltung und Erholung [Staat Quarterly NAICS]"
"Performing arts, spectator sports, museums, and related activities [State Annual NAICS]","Arts de la scène, sports-spectacles, musées et activités connexes [État SCIAN annuel]","Darstellende Künste, Zuschauersport, Museen, und damit verbundene Tätigkeiten [Staat Annual NAICS]"
"Electronic equipment and instruments [State Annual SIC]","équipements et instruments électroniques [État SIC annuel]","Elektronische Geräte und Instrumente [Staat Annual SIC]"
"Amusements, gambling, and recreation industries [State Annual NAICS]","Amusements, jeux de hasard, et les industries de loisirs [État SCIAN annuel]","Amusements, Glücksspiel und Freizeitindustrie [Staat Jahres NAICS]"
"Depository and nondepository institutions [State Annual SIC]","De dépôt et de dépôts sont des institutions [État SIC annuel]","Depository und nondepository Institutionen [Staat Annual SIC]"
"Accommodation and food services [State Annual NAICS]","Services d'hébergement et de restauration [État SCIAN annuel]","Unterkunft und Verpflegung [Staat Annual NAICS]"
"Business services and other services [State Annual SIC]","Services aux entreprises et autres services [État SIC annuel]","Dienstleistungen für Unternehmen und andere Dienstleistungen [Staat Annual SIC]"
"Accommodation and food services [State Quarterly NAICS]","Services d'hébergement et de restauration [État SCIAN trimestriel]","Unterkunft und Verpflegung [Staat Quarterly NAICS]"
"Accommodation [State Annual NAICS]","Hébergement [État SCIAN annuel]","Unterkunft [Staat Jahres NAICS]"
"Mining, except oil and gas [State Annual NAICS]","Mines, à l'exception du pétrole et du gaz [État SCIAN annuel]","Bergbau, mit Ausnahme von Öl und Gas [Zustand Annual NAICS]"
"Coal mining [State Annual SIC]","L'extraction du charbon [État SIC annuel]","Der Kohlenbergbau [Staat Annual SIC]"
"Food services and drinking places [State Annual NAICS]","Services de restauration et débits de boissons [État SCIAN annuel]","Gastronomie und tränkstellen [Staat Annual NAICS]"
"Other services, except government [State Annual NAICS]","Autres services, sauf le gouvernement [État SCIAN annuel]","Andere Dienste, mit Ausnahme der Regierung [Staat Jahres NAICS]"
"Other services, except government [State Quarterly NAICS]","Autres services, sauf le gouvernement [État SCIAN trimestriel]","Andere Dienste, mit Ausnahme der Regierung [Staat Quarterly NAICS]"
"Government [State Annual NAICS]","Gouvernement [État SCIAN annuel]","Regierung [Staat Jahres NAICS]"
"Government [State Quarterly NAICS]","Gouvernement [État SCIAN trimestriel]","Regierung [Staat Quarterly NAICS]"
"Federal civilian [State Annual NAICS]","civile fédérale [État SCIAN annuel]","Bundes zivilen [Staat Jahres NAICS]"
"Federal military [State Annual NAICS]","militaire fédérale [État SCIAN annuel]","Bundes Militär [Staat Jahres NAICS]"
"State and local [State Annual NAICS]","État et local [État SCIAN annuel]","Staatliche und lokale [Staat Jahres NAICS]"
"Natural resources and mining [State Annual NAICS]","Les ressources naturelles et les mines [État SCIAN annuel]","Natürliche Ressourcen und Bergbau [Staat Annual NAICS]"
"Trade [State Annual NAICS]","Commerce [État SCIAN annuel]","Handel [Staat Annual NAICS]"
"Transportation and utilities [State Annual NAICS]","Transports et services publics [État SCIAN annuel]","Transport und Versorger [Staat Annual NAICS]"
"Private goods-producing industries [State Annual NAICS]","industries productrices de biens privés [État SCIAN annuel]","Privat Produzierenden Gewerbe [Staat Annual NAICS]"
"Support activities for mining [State Annual NAICS]","Activités de soutien à l'exploitation minière [État SCIAN annuel]","Erbringung von Dienstleistungen für den Bergbau [Staat Annual NAICS]"
"Oil and gas extraction [State Annual SIC]","L'extraction de pétrole et de gaz [État SIC annuel]","Öl- und Gasförderung [Zustand Annual SIC]"
"Private services-providing industries [State Annual NAICS]","industries de services fournissant privés [État SCIAN annuel]","Private Dienstleistungen bereitstellenden Industrie [Staat Annual NAICS]"
"Adjustment for residence (state quarterly income)","Ajustement de résidence (revenu d'état trimestriel)","Anpassung für den Aufenthalt (Zustand Quartalsergebnis)"
"Adjustment for residence (state annual income)","Ajustement de résidence (revenu d'état annuel)","Anpassung für den Aufenthalt (Stand Jahreseinkommen)"
"Contributions for government social insurance (state quarterly income)","Contributions d'assurance sociale du gouvernement (le revenu d'état trimestriel)","Beiträge für staatliche Sozialversicherung (Stand Quartalsergebnis)"
"Contributions for government social insurance (state annual income)","Contributions d'assurance sociale du gouvernement (le revenu d'état annuel)","Beiträge für staatliche Sozialversicherung (Stand Jahreseinkommen)"
"Compensation of employees (state annual product)","Rémunération des salariés (produit de l'état annuel)","Das Arbeitnehmerentgelt (Stand Jahresprodukt)"
"Dividends, interest, and rent (state quarterly income)","Dividendes, intérêts, et le loyer (revenu trimestriel de l'Etat)","Dividenden, Zinsen und Miete (Stand Quartalsergebnis)"
"Dividends, interest, and rent (state annual income)","Dividendes, intérêts, et le loyer (revenu annuel de l'Etat)","Dividenden, Zinsen und Miete (Stand Jahreseinkommen)"
"Disposable personal income (state annual income)","Le revenu personnel disponible (Etat de revenu annuel)","Einweg persönlichen Einkommen (Stand Jahreseinkommen)"
"Earnings by place of work (state quarterly income)","Le bénéfice par lieu de travail (état des revenus trimestriels)","Das Ergebnis nach Arbeitsort (Stand Quartalsergebnis)"
"Earnings by place of work (state annual income)","Le bénéfice par lieu de travail (état revenu annuel)","Das Ergebnis nach Arbeitsort (Stand Jahreseinkommen)"
"Total employment (full and part time) (state annual income)","L'emploi total (temps plein et partiel) (état revenu annuel)","Die Gesamtbeschäftigung (Voll- und Teilzeit) (Stand Jahreseinkommen)"
"Wage and salary employment (state annual income)","Salaires et de l'emploi de salaire (état de revenu annuel)","Lohn- und Gehalts Beschäftigung (Stand Jahreseinkommen)"
"Proprietors employment (state annual income)","emploi Proprietors (revenu d'état annuel)","Proprietors Beschäftigung (Stand Jahreseinkommen)"
"Farm income (state quarterly income)","Le revenu agricole (revenu d'état trimestriel)","Farm Einkommen (Zustand Quartalsergebnis)"
"Farm income (state annual income)","Le revenu agricole (revenu d'état annuel)","Farm Einkommen (Stand Jahreseinkommen)"
"GDP in current dollars (state annual product)","PIB en dollars courants (produit de l'état annuel)","BIP im aktuellen Dollar (Stand Jahresprodukt)"
"Gross operating surplus (state annual product)","Excédent brut d'exploitation (état de produit annuel)","Bruttobetriebsüberschuss (Stand Jahresprodukt)"
"Net earnings by place of residence (state quarterly income)","Le bénéfice net par lieu de résidence (état des revenus trimestriels)","Der Nettogewinn nach Wohnort (Stand Quartalsergebnis)"
"Net earnings by place of residence (state annual income)","Le bénéfice net par lieu de résidence (état revenu annuel)","Der Nettogewinn nach Wohnort (Stand Jahreseinkommen)"
"Nonfarm personal income (state quarterly income)","revenu non agricole (état du revenu trimestriel)","Nichtfarmlohn- persönliche Einkommen (Zustand Quartalsergebnis)"
"Nonfarm personal income (state annual income)","revenu non agricole (état de revenu annuel)","Nichtfarmlohn- persönlichen Einkommen (Stand Jahreseinkommen)"
"Per capita dividends, interest, and rent (state annual income)","dividendes par habitant, l'intérêt et le loyer par (Etat de revenu annuel)","Pro-Kopf-Dividenden, Zinsen und Mieten (Stand Jahreseinkommen)"
"Per capita disposable personal income (dollars) (state annual income)","Par habitant revenu disponible personnel (dollars) (état revenu annuel)","Der Pro-Kopf verfügbaren persönlichen Einkommen (US-Dollar) (Stand Jahreseinkommen)"
"Per capita income maintenance (state annual income)","maintien du revenu par habitant (Etat de revenu annuel)","Pro-Kopf-Einkommen Wartung (Stand Jahreseinkommen)"
"Per capita net earnings (state annual income)","Le bénéfice net par habitant (Etat de revenu annuel)","Pro-Kopf-Nettoergebnis (Stand Jahreseinkommen)"
"Per capita personal income (state annual income)","le revenu personnel par habitant (Etat de revenu annuel)","Der Pro-Kopf persönliches Einkommen (Stand Jahreseinkommen)"
"Per capita retirement and other (state annual income)","la retraite par habitant et autres (revenus de l'État annuel) par","Pro-Kopf-Ruhestand und andere (Stand Jahreseinkommen)"
"Per capita real GDP (state annual product)","PIB réel par habitant (état de produit annuel)","Der Pro-Kopf des realen BIP (Stand Jahresprodukt)"
"Per capita personal current transfer receipts (state annual income)","Par habitant reçus de transfert actuels personnels (état de revenu annuel)","Der Pro-Kopf persönlichen aktuellen Transfereinnahmen (Stand Jahreseinkommen)"
"Personal current transfer receipts (state quarterly income)","recettes de transfert actuels personnels (état de revenu trimestriel)","Persönliche aktuellen Transfereinnahmen (Stand Quartalsergebnis)"
